H1	H2	H3	Angle
3wgpG_7	3wgpH_8	3wgpH_13	 88.065 
3wgpG_7	3wgpH_8	3wgpH_12	 112.036 
3wgpG_7	3wgpH_8	3wgpH_8	 90.000 
3wgpG_7	3wgpH_8	3wgpG_2	 31.663 
3wgpG_7	3wgpH_8	3wgpH_6	 89.216 
3wgpG_7	3wgpH_8	3wgpH_3	 116.233 
3wgpG_7	3wgpH_8	3wgpH_4	 64.734 
3wgpG_7	3wgpH_8	3wgpH_10	 77.681 
3wgpG_7	3wgpH_8	3wgpH_9	 105.473 
3wgpG_7	3wgpH_8	3wgpH_11	 86.548 
3wgpG_7	3wgpG_2	3wgpG_6	 66.176 
3wgpG_7	3wgpG_2	3wgpH_1	 105.571 
3wgpG_7	3wgpG_2	3wgpH_14	 107.918 
3wgpG_7	3wgpG_2	3wgpG_5	 122.932 
3wgpG_7	3wgpG_2	3wgpG_7	 0.000 
3wgpG_7	3wgpG_2	3wgpH_13	 92.467 
3wgpG_7	3wgpG_2	3wgpH_12	 77.408 
3wgpG_7	3wgpG_2	3wgpH_8	 42.848 
3wgpG_7	3wgpG_2	3wgpG_2	 90.000 
3wgpG_7	3wgpG_2	3wgpH_6	 103.831 
3wgpG_7	3wgpG_2	3wgpH_3	 59.367 
3wgpG_7	3wgpG_2	3wgpH_4	 106.022 
3wgpG_7	3wgpG_2	3wgpH_10	 90.300 
3wgpG_7	3wgpG_2	3wgpH_9	 55.613 
3wgpG_7	3wgpG_2	3wgpH_11	 96.604 
3wgpG_7	3wgpH_6	3wgpG_6	 34.710 
3wgpG_7	3wgpH_6	3wgpH_1	 84.450 
3wgpG_7	3wgpH_6	3wgpH_14	 65.209 
3wgpG_7	3wgpH_6	3wgpG_5	 122.424 
3wgpG_7	3wgpH_6	3wgpG_7	 0.000 
3wgpG_7	3wgpH_6	3wgpH_13	 51.722 
3wgpG_7	3wgpH_6	3wgpH_12	 72.576 
3wgpG_7	3wgpH_6	3wgpH_8	 29.841 
3wgpG_7	3wgpH_6	3wgpG_2	 21.899 
3wgpG_7	3wgpH_6	3wgpH_6	 90.000 
3wgpG_7	3wgpH_6	3wgpH_3	 44.794 
3wgpG_7	3wgpH_6	3wgpH_4	 24.605 
3wgpG_7	3wgpH_6	3wgpH_10	 76.002 
3wgpG_7	3wgpH_6	3wgpH_9	 48.886 
3wgpG_7	3wgpH_6	3wgpH_11	 109.247 
3wgpG_7	3wgpH_3	3wgpG_6	 35.519 
3wgpG_7	3wgpH_3	3wgpH_1	 43.599 
3wgpG_7	3wgpH_3	3wgpH_14	 69.228 
3wgpG_7	3wgpH_3	3wgpG_5	 59.741 
3wgpG_7	3wgpH_3	3wgpG_7	 0.000 
3wgpG_7	3wgpH_3	3wgpH_13	 73.777 
3wgpG_7	3wgpH_3	3wgpH_12	 69.243 
3wgpG_7	3wgpH_3	3wgpH_8	 34.271 
3wgpG_7	3wgpH_3	3wgpG_2	 24.641 
3wgpG_7	3wgpH_3	3wgpH_6	 62.723 
3wgpG_7	3wgpH_3	3wgpH_3	 90.000 
3wgpG_7	3wgpH_3	3wgpH_4	 44.783 
3wgpG_7	3wgpH_3	3wgpH_10	 48.923 
3wgpG_7	3wgpH_3	3wgpH_9	 56.064 
3wgpG_7	3wgpH_3	3wgpH_11	 57.512 
3wgpG_7	3wgpH_4	3wgpG_6	 61.246 
3wgpG_7	3wgpH_4	3wgpH_1	 109.112 
3wgpG_7	3wgpH_4	3wgpH_14	 122.616 
3wgpG_7	3wgpH_4	3wgpG_5	 150.103 
3wgpG_7	3wgpH_4	3wgpG_7	 0.000 
3wgpG_7	3wgpH_4	3wgpH_13	 79.985 
3wgpG_7	3wgpH_4	3wgpH_12	 97.772 
3wgpG_7	3wgpH_4	3wgpH_8	 43.906 
3wgpG_7	3wgpH_4	3wgpG_2	 34.674 
3wgpG_7	3wgpH_4	3wgpH_6	 140.090 
3wgpG_7	3wgpH_4	3wgpH_3	 59.370 
3wgpG_7	3wgpH_4	3wgpH_4	 90.000 
3wgpG_7	3wgpH_4	3wgpH_10	 102.792 
3wgpG_7	3wgpH_4	3wgpH_9	 67.201 
3wgpG_7	3wgpH_4	3wgpH_11	 117.769 
3wgpG_7	3wgpH_10	3wgpG_6	 15.804 
3wgpG_7	3wgpH_10	3wgpH_1	 106.012 
3wgpG_7	3wgpH_10	3wgpH_14	 57.962 
3wgpG_7	3wgpH_10	3wgpG_5	 109.189 
3wgpG_7	3wgpH_10	3wgpG_7	 0.000 
3wgpG_7	3wgpH_10	3wgpH_13	 42.476 
3wgpG_7	3wgpH_10	3wgpH_12	 69.326 
3wgpG_7	3wgpH_10	3wgpH_8	 29.069 
3wgpG_7	3wgpH_10	3wgpG_2	 22.573 
3wgpG_7	3wgpH_10	3wgpH_6	 75.851 
3wgpG_7	3wgpH_10	3wgpH_3	 36.668 
3wgpG_7	3wgpH_10	3wgpH_4	 39.229 
3wgpG_7	3wgpH_10	3wgpH_10	 90.000 
3wgpG_7	3wgpH_10	3wgpH_9	 48.991 
3wgpG_7	3wgpH_10	3wgpH_11	 176.337 
3wgpG_7	3wgpH_9	3wgpG_6	 52.900 
3wgpG_7	3wgpH_9	3wgpH_1	 79.613 
3wgpG_7	3wgpH_9	3wgpH_14	 69.768 
3wgpG_7	3wgpH_9	3wgpG_5	 86.488 
3wgpG_7	3wgpH_9	3wgpG_7	 0.000 
3wgpG_7	3wgpH_9	3wgpH_13	 55.684 
3wgpG_7	3wgpH_9	3wgpH_12	 113.514 
3wgpG_7	3wgpH_9	3wgpH_8	 39.411 
3wgpG_7	3wgpH_9	3wgpG_2	 24.810 
3wgpG_7	3wgpH_9	3wgpH_6	 85.803 
3wgpG_7	3wgpH_9	3wgpH_3	 60.530 
3wgpG_7	3wgpH_9	3wgpH_4	 52.367 
3wgpG_7	3wgpH_9	3wgpH_10	 88.343 
3wgpG_7	3wgpH_9	3wgpH_9	 90.000 
3wgpG_7	3wgpH_9	3wgpH_11	 106.335 
3wgpG_7	3wgpH_11	3wgpG_6	 8.392 
3wgpG_7	3wgpH_11	3wgpH_1	 53.063 
3wgpG_7	3wgpH_11	3wgpH_14	 41.196 
3wgpG_7	3wgpH_11	3wgpG_5	 72.750 
3wgpG_7	3wgpH_11	3wgpG_7	 0.000 
3wgpG_7	3wgpH_11	3wgpH_13	 32.837 
3wgpG_7	3wgpH_11	3wgpH_12	 42.981 
3wgpG_7	3wgpH_11	3wgpH_8	 21.163 
3wgpG_7	3wgpH_11	3wgpG_2	 16.100 
3wgpG_7	3wgpH_11	3wgpH_6	 43.327 
3wgpG_7	3wgpH_11	3wgpH_3	 29.076 
3wgpG_7	3wgpH_11	3wgpH_4	 24.666 
3wgpG_7	3wgpH_11	3wgpH_10	 2.663 
3wgpG_7	3wgpH_11	3wgpH_9	 31.794 
3wgpG_7	3wgpH_11	3wgpH_11	 90.000 
3wgpH_13	3wgpG_6	3wgpG_6	 90.000 
3wgpH_13	3wgpG_6	3wgpH_1	 110.366 
3wgpH_13	3wgpG_6	3wgpH_14	 25.656 
3wgpH_13	3wgpG_6	3wgpG_5	 78.864 
3wgpH_13	3wgpG_6	3wgpG_7	 54.845 
3wgpH_13	3wgpG_6	3wgpH_13	 0.000 
3wgpH_13	3wgpG_6	3wgpH_12	 61.737 
3wgpH_13	3wgpG_6	3wgpH_8	 40.814 
3wgpH_13	3wgpG_6	3wgpG_2	 44.558 
3wgpH_13	3wgpG_6	3wgpH_6	 56.203 
3wgpH_13	3wgpG_6	3wgpH_3	 28.777 
3wgpH_13	3wgpG_6	3wgpH_4	 31.008 
3wgpH_13	3wgpG_6	3wgpH_10	 106.984 
3wgpH_13	3wgpG_6	3wgpH_9	 70.882 
3wgpH_13	3wgpG_6	3wgpH_11	 111.137 
3wgpH_13	3wgpH_1	3wgpG_6	 42.493 
3wgpH_13	3wgpH_1	3wgpH_1	 90.000 
3wgpH_13	3wgpH_1	3wgpH_14	 12.810 
3wgpH_13	3wgpH_1	3wgpG_5	 60.950 
3wgpH_13	3wgpH_1	3wgpG_7	 36.062 
3wgpH_13	3wgpH_1	3wgpH_13	 0.000 
3wgpH_13	3wgpH_1	3wgpH_12	 39.161 
3wgpH_13	3wgpH_1	3wgpH_8	 28.478 
3wgpH_13	3wgpH_1	3wgpG_2	 28.935 
3wgpH_13	3wgpH_1	3wgpH_6	 27.281 
3wgpH_13	3wgpH_1	3wgpH_3	 17.698 
3wgpH_13	3wgpH_1	3wgpH_4	 4.915 
3wgpH_13	3wgpH_1	3wgpH_10	 52.340 
3wgpH_13	3wgpH_1	3wgpH_9	 43.345 
3wgpH_13	3wgpH_1	3wgpH_11	 93.080 
3wgpH_13	3wgpH_14	3wgpG_6	 101.474 
3wgpH_13	3wgpH_14	3wgpH_1	 135.852 
3wgpH_13	3wgpH_14	3wgpH_14	 90.000 
3wgpH_13	3wgpH_14	3wgpG_5	 160.440 
3wgpH_13	3wgpH_14	3wgpG_7	 63.388 
3wgpH_13	3wgpH_14	3wgpH_13	 0.000 
3wgpH_13	3wgpH_14	3wgpH_12	 110.448 
3wgpH_13	3wgpH_14	3wgpH_8	 59.381 
3wgpH_13	3wgpH_14	3wgpG_2	 70.244 
3wgpH_13	3wgpH_14	3wgpH_6	 149.672 
3wgpH_13	3wgpH_14	3wgpH_3	 33.985 
3wgpH_13	3wgpH_14	3wgpH_4	 97.737 
3wgpH_13	3wgpH_14	3wgpH_10	 130.942 
3wgpH_13	3wgpH_14	3wgpH_9	 91.273 
3wgpH_13	3wgpH_14	3wgpH_11	 147.223 
3wgpH_13	3wgpG_5	3wgpG_6	 53.418 
3wgpH_13	3wgpG_5	3wgpH_1	 96.814 
3wgpH_13	3wgpG_5	3wgpH_14	 6.953 
3wgpH_13	3wgpG_5	3wgpG_5	 90.000 
3wgpH_13	3wgpG_5	3wgpG_7	 36.954 
3wgpH_13	3wgpG_5	3wgpH_13	 0.000 
3wgpH_13	3wgpG_5	3wgpH_12	 46.471 
3wgpH_13	3wgpG_5	3wgpH_8	 29.686 
3wgpH_13	3wgpG_5	3wgpG_2	 34.917 
3wgpH_13	3wgpG_5	3wgpH_6	 30.146 
3wgpH_13	3wgpG_5	3wgpH_3	 16.348 
3wgpH_13	3wgpG_5	3wgpH_4	 22.909 
3wgpH_13	3wgpG_5	3wgpH_10	 73.246 
3wgpH_13	3wgpG_5	3wgpH_9	 47.312 
3wgpH_13	3wgpG_5	3wgpH_11	 104.377 
3wgpH_13	3wgpG_7	3wgpG_6	 87.818 
3wgpH_13	3wgpG_7	3wgpH_1	 86.876 
3wgpH_13	3wgpG_7	3wgpH_14	 28.867 
3wgpH_13	3wgpG_7	3wgpG_5	 63.870 
3wgpH_13	3wgpG_7	3wgpG_7	 90.000 
3wgpH_13	3wgpG_7	3wgpH_13	 0.000 
3wgpH_13	3wgpG_7	3wgpH_12	 58.706 
3wgpH_13	3wgpG_7	3wgpH_8	 54.180 
3wgpH_13	3wgpG_7	3wgpG_2	 59.341 
3wgpH_13	3wgpG_7	3wgpH_6	 53.169 
3wgpH_13	3wgpG_7	3wgpH_3	 36.664 
3wgpH_13	3wgpG_7	3wgpH_4	 48.134 
3wgpH_13	3wgpG_7	3wgpH_10	 81.233 
3wgpH_13	3wgpG_7	3wgpH_9	 74.132 
3wgpH_13	3wgpG_7	3wgpH_11	 80.458 
3wgpH_13	3wgpH_13	3wgpG_6	 90.000 
3wgpH_13	3wgpH_13	3wgpH_1	 90.000 
3wgpH_13	3wgpH_13	3wgpH_14	 90.000 
3wgpH_13	3wgpH_13	3wgpG_5	 90.000 
3wgpH_13	3wgpH_13	3wgpG_7	 90.000 
3wgpH_13	3wgpH_13	3wgpH_13	 90.000 
3wgpH_13	3wgpH_13	3wgpH_12	 90.000 
3wgpH_13	3wgpH_13	3wgpH_8	 90.000 
3wgpH_13	3wgpH_13	3wgpG_2	 90.000 
3wgpH_13	3wgpH_13	3wgpH_6	 90.000 
3wgpH_13	3wgpH_13	3wgpH_3	 90.000 
3wgpH_13	3wgpH_13	3wgpH_4	 90.000 
3wgpH_13	3wgpH_13	3wgpH_10	 90.000 
3wgpH_13	3wgpH_13	3wgpH_9	 90.000 
3wgpH_13	3wgpH_13	3wgpH_11	 90.000 
3wgpH_13	3wgpH_12	3wgpG_6	 83.014 
3wgpH_13	3wgpH_12	3wgpH_1	 99.012 
3wgpH_13	3wgpH_12	3wgpH_14	 27.808 
3wgpH_13	3wgpH_12	3wgpG_5	 86.698 
3wgpH_13	3wgpH_12	3wgpG_7	 51.989 
3wgpH_13	3wgpH_12	3wgpH_13	 0.000 
3wgpH_13	3wgpH_12	3wgpH_12	 90.000 
3wgpH_13	3wgpH_12	3wgpH_8	 48.046 
3wgpH_13	3wgpH_12	3wgpG_2	 43.998 
3wgpH_13	3wgpH_12	3wgpH_6	 68.523 
3wgpH_13	3wgpH_12	3wgpH_3	 32.976 
3wgpH_13	3wgpH_12	3wgpH_4	 44.208 
3wgpH_13	3wgpH_12	3wgpH_10	 106.639 
3wgpH_13	3wgpH_12	3wgpH_9	 88.428 
3wgpH_13	3wgpH_12	3wgpH_11	 125.174 
3wgpH_13	3wgpH_8	3wgpG_6	 100.060 
3wgpH_13	3wgpH_8	3wgpH_1	 85.491 
3wgpH_13	3wgpH_8	3wgpH_14	 34.942 
3wgpH_13	3wgpH_8	3wgpG_5	 65.726 
3wgpH_13	3wgpH_8	3wgpG_7	 88.065 
3wgpH_13	3wgpH_8	3wgpH_13	 0.000 
3wgpH_13	3wgpH_8	3wgpH_12	 83.788 
3wgpH_13	3wgpH_8	3wgpH_8	 90.000 
3wgpH_13	3wgpH_8	3wgpG_2	 61.574 
3wgpH_13	3wgpH_8	3wgpH_6	 63.584 
3wgpH_13	3wgpH_8	3wgpH_3	 50.023 
3wgpH_13	3wgpH_8	3wgpH_4	 54.587 
3wgpH_13	3wgpH_8	3wgpH_10	 90.758 
3wgpH_13	3wgpH_8	3wgpH_9	 115.655 
3wgpH_13	3wgpH_8	3wgpH_11	 90.792 
3wgpH_13	3wgpG_2	3wgpG_6	 95.148 
3wgpH_13	3wgpG_2	3wgpH_1	 107.608 
3wgpH_13	3wgpG_2	3wgpH_14	 36.173 
3wgpH_13	3wgpG_2	3wgpG_5	 83.114 
3wgpH_13	3wgpG_2	3wgpG_7	 92.467 
3wgpH_13	3wgpG_2	3wgpH_13	 0.000 
3wgpH_13	3wgpG_2	3wgpH_12	 61.043 
3wgpH_13	3wgpG_2	3wgpH_8	 55.963 
3wgpH_13	3wgpG_2	3wgpG_2	 90.000 
3wgpH_13	3wgpG_2	3wgpH_6	 64.572 
3wgpH_13	3wgpG_2	3wgpH_3	 33.114 
3wgpH_13	3wgpG_2	3wgpH_4	 60.484 
3wgpH_13	3wgpG_2	3wgpH_10	 93.296 
3wgpH_13	3wgpG_2	3wgpH_9	 71.100 
3wgpH_13	3wgpG_2	3wgpH_11	 91.942 
3wgpH_13	3wgpH_6	3wgpG_6	 84.966 
3wgpH_13	3wgpH_6	3wgpH_1	 130.313 
3wgpH_13	3wgpH_6	3wgpH_14	 15.511 
3wgpH_13	3wgpH_6	3wgpG_5	 132.645 
3wgpH_13	3wgpH_6	3wgpG_7	 51.722 
3wgpH_13	3wgpH_6	3wgpH_13	 0.000 
3wgpH_13	3wgpH_6	3wgpH_12	 81.825 
3wgpH_13	3wgpH_6	3wgpH_8	 45.450 
3wgpH_13	3wgpH_6	3wgpG_2	 49.698 
3wgpH_13	3wgpH_6	3wgpH_6	 90.000 
3wgpH_13	3wgpH_6	3wgpH_3	 27.113 
3wgpH_13	3wgpH_6	3wgpH_4	 45.474 
3wgpH_13	3wgpH_6	3wgpH_10	 127.514 
3wgpH_13	3wgpH_6	3wgpH_9	 75.323 
3wgpH_13	3wgpH_6	3wgpH_11	 160.151 
3wgpH_13	3wgpH_3	3wgpG_6	 71.105 
3wgpH_13	3wgpH_3	3wgpH_1	 56.014 
3wgpH_13	3wgpH_3	3wgpH_14	 29.035 
3wgpH_13	3wgpH_3	3wgpG_5	 42.526 
3wgpH_13	3wgpH_3	3wgpG_7	 73.777 
3wgpH_13	3wgpH_3	3wgpH_13	 0.000 
3wgpH_13	3wgpH_3	3wgpH_12	 71.665 
3wgpH_13	3wgpH_3	3wgpH_8	 88.673 
3wgpH_13	3wgpH_3	3wgpG_2	 49.146 
3wgpH_13	3wgpH_3	3wgpH_6	 48.349 
3wgpH_13	3wgpH_3	3wgpH_3	 90.000 
3wgpH_13	3wgpH_3	3wgpH_4	 41.512 
3wgpH_13	3wgpH_3	3wgpH_10	 63.651 
3wgpH_13	3wgpH_3	3wgpH_9	 88.386 
3wgpH_13	3wgpH_3	3wgpH_11	 63.885 
3wgpH_13	3wgpH_4	3wgpG_6	 123.633 
3wgpH_13	3wgpH_4	3wgpH_1	 168.920 
3wgpH_13	3wgpH_4	3wgpH_14	 45.035 
3wgpH_13	3wgpH_4	3wgpG_5	 129.759 
3wgpH_13	3wgpH_4	3wgpG_7	 79.985 
3wgpH_13	3wgpH_4	3wgpH_13	 0.000 
3wgpH_13	3wgpH_4	3wgpH_12	 90.038 
3wgpH_13	3wgpH_4	3wgpH_8	 60.971 
3wgpH_13	3wgpH_4	3wgpG_2	 82.224 
3wgpH_13	3wgpH_4	3wgpH_6	 106.004 
3wgpH_13	3wgpH_4	3wgpH_3	 33.027 
3wgpH_13	3wgpH_4	3wgpH_4	 90.000 
3wgpH_13	3wgpH_4	3wgpH_10	 145.239 
3wgpH_13	3wgpH_4	3wgpH_9	 90.627 
3wgpH_13	3wgpH_4	3wgpH_11	 141.095 
3wgpH_13	3wgpH_10	3wgpG_6	 53.003 
3wgpH_13	3wgpH_10	3wgpH_1	 113.437 
3wgpH_13	3wgpH_10	3wgpH_14	 16.182 
3wgpH_13	3wgpH_10	3wgpG_5	 77.705 
3wgpH_13	3wgpH_10	3wgpG_7	 42.476 
3wgpH_13	3wgpH_10	3wgpH_13	 0.000 
3wgpH_13	3wgpH_10	3wgpH_12	 45.235 
3wgpH_13	3wgpH_10	3wgpH_8	 33.662 
3wgpH_13	3wgpH_10	3wgpG_2	 35.967 
3wgpH_13	3wgpH_10	3wgpH_6	 33.545 
3wgpH_13	3wgpH_10	3wgpH_3	 22.381 
3wgpH_13	3wgpH_10	3wgpH_4	 17.134 
3wgpH_13	3wgpH_10	3wgpH_10	 90.000 
3wgpH_13	3wgpH_10	3wgpH_9	 52.647 
3wgpH_13	3wgpH_10	3wgpH_11	 134.635 
3wgpH_13	3wgpH_9	3wgpG_6	 82.562 
3wgpH_13	3wgpH_9	3wgpH_1	 88.640 
3wgpH_13	3wgpH_9	3wgpH_14	 27.616 
3wgpH_13	3wgpH_9	3wgpG_5	 70.489 
3wgpH_13	3wgpH_9	3wgpG_7	 55.684 
3wgpH_13	3wgpH_9	3wgpH_13	 0.000 
3wgpH_13	3wgpH_9	3wgpH_12	 68.578 
3wgpH_13	3wgpH_9	3wgpH_8	 38.901 
3wgpH_13	3wgpH_9	3wgpG_2	 44.383 
3wgpH_13	3wgpH_9	3wgpH_6	 57.879 
3wgpH_13	3wgpH_9	3wgpH_3	 32.261 
3wgpH_13	3wgpH_9	3wgpH_4	 40.489 
3wgpH_13	3wgpH_9	3wgpH_10	 92.596 
3wgpH_13	3wgpH_9	3wgpH_9	 90.000 
3wgpH_13	3wgpH_9	3wgpH_11	 101.846 
3wgpH_13	3wgpH_11	3wgpG_6	 38.816 
3wgpH_13	3wgpH_11	3wgpH_1	 68.643 
3wgpH_13	3wgpH_11	3wgpH_14	 9.250 
3wgpH_13	3wgpH_11	3wgpG_5	 52.696 
3wgpH_13	3wgpH_11	3wgpG_7	 32.837 
3wgpH_13	3wgpH_11	3wgpH_13	 0.000 
3wgpH_13	3wgpH_11	3wgpH_12	 29.173 
3wgpH_13	3wgpH_11	3wgpH_8	 26.491 
3wgpH_13	3wgpH_11	3wgpG_2	 28.240 
3wgpH_13	3wgpH_11	3wgpH_6	 10.974 
3wgpH_13	3wgpH_11	3wgpH_3	 17.881 
3wgpH_13	3wgpH_11	3wgpH_4	 15.138 
3wgpH_13	3wgpH_11	3wgpH_10	 34.936 
3wgpH_13	3wgpH_11	3wgpH_9	 38.809 
3wgpH_13	3wgpH_11	3wgpH_11	 90.000 
3wgpH_12	3wgpG_6	3wgpG_6	 90.000 
3wgpH_12	3wgpG_6	3wgpH_1	 96.142 
3wgpH_12	3wgpG_6	3wgpH_14	 50.456 
3wgpH_12	3wgpG_6	3wgpG_5	 68.646 
3wgpH_12	3wgpG_6	3wgpG_7	 109.641 
3wgpH_12	3wgpG_6	3wgpH_13	 61.737 
3wgpH_12	3wgpG_6	3wgpH_12	 0.000 
3wgpH_12	3wgpG_6	3wgpH_8	 65.716 
3wgpH_12	3wgpG_6	3wgpG_2	 105.321 
3wgpH_12	3wgpG_6	3wgpH_6	 42.741 
3wgpH_12	3wgpG_6	3wgpH_3	 60.065 
3wgpH_12	3wgpG_6	3wgpH_4	 70.607 
3wgpH_12	3wgpG_6	3wgpH_10	 69.492 
3wgpH_12	3wgpG_6	3wgpH_9	 39.819 
3wgpH_12	3wgpG_6	3wgpH_11	 67.525 
3wgpH_12	3wgpH_1	3wgpG_6	 38.091 
3wgpH_12	3wgpH_1	3wgpH_1	 90.000 
3wgpH_12	3wgpH_1	3wgpH_14	 36.836 
3wgpH_12	3wgpH_1	3wgpG_5	 68.636 
3wgpH_12	3wgpH_1	3wgpG_7	 53.672 
3wgpH_12	3wgpH_1	3wgpH_13	 39.161 
3wgpH_12	3wgpH_1	3wgpH_12	 0.000 
3wgpH_12	3wgpH_1	3wgpH_8	 30.509 
3wgpH_12	3wgpH_1	3wgpG_2	 60.584 
3wgpH_12	3wgpH_1	3wgpH_6	 26.586 
3wgpH_12	3wgpH_1	3wgpH_3	 28.698 
3wgpH_12	3wgpH_1	3wgpH_4	 42.271 
3wgpH_12	3wgpH_1	3wgpH_10	 16.121 
3wgpH_12	3wgpH_1	3wgpH_9	 21.100 
3wgpH_12	3wgpH_1	3wgpH_11	 57.119 
3wgpH_12	3wgpH_14	3wgpG_6	 45.325 
3wgpH_12	3wgpH_14	3wgpH_1	 63.000 
3wgpH_12	3wgpH_14	3wgpH_14	 90.000 
3wgpH_12	3wgpH_14	3wgpG_5	 76.452 
3wgpH_12	3wgpH_14	3wgpG_7	 75.433 
3wgpH_12	3wgpH_14	3wgpH_13	 110.448 
3wgpH_12	3wgpH_14	3wgpH_12	 0.000 
3wgpH_12	3wgpH_14	3wgpH_8	 55.680 
3wgpH_12	3wgpH_14	3wgpG_2	 92.919 
3wgpH_12	3wgpH_14	3wgpH_6	 44.597 
3wgpH_12	3wgpH_14	3wgpH_3	 76.572 
3wgpH_12	3wgpH_14	3wgpH_4	 73.384 
3wgpH_12	3wgpH_14	3wgpH_10	 43.209 
3wgpH_12	3wgpH_14	3wgpH_9	 24.801 
3wgpH_12	3wgpH_14	3wgpH_11	 44.884 
3wgpH_12	3wgpG_5	3wgpG_6	 37.349 
3wgpH_12	3wgpG_5	3wgpH_1	 77.872 
3wgpH_12	3wgpG_5	3wgpH_14	 43.372 
3wgpH_12	3wgpG_5	3wgpG_5	 90.000 
3wgpH_12	3wgpG_5	3wgpG_7	 46.590 
3wgpH_12	3wgpG_5	3wgpH_13	 46.471 
3wgpH_12	3wgpG_5	3wgpH_12	 0.000 
3wgpH_12	3wgpG_5	3wgpH_8	 26.330 
3wgpH_12	3wgpG_5	3wgpG_2	 58.347 
3wgpH_12	3wgpG_5	3wgpH_6	 16.414 
3wgpH_12	3wgpG_5	3wgpH_3	 30.785 
3wgpH_12	3wgpG_5	3wgpH_4	 44.747 
3wgpH_12	3wgpG_5	3wgpH_10	 40.980 
3wgpH_12	3wgpG_5	3wgpH_9	 15.465 
3wgpH_12	3wgpG_5	3wgpH_11	 60.020 
3wgpH_12	3wgpG_7	3wgpG_6	 34.313 
3wgpH_12	3wgpG_7	3wgpH_1	 51.001 
3wgpH_12	3wgpG_7	3wgpH_14	 38.918 
3wgpH_12	3wgpG_7	3wgpG_5	 41.876 
3wgpH_12	3wgpG_7	3wgpG_7	 90.000 
3wgpH_12	3wgpG_7	3wgpH_13	 58.706 
3wgpH_12	3wgpG_7	3wgpH_12	 0.000 
3wgpH_12	3wgpG_7	3wgpH_8	 39.390 
3wgpH_12	3wgpG_7	3wgpG_2	 79.719 
3wgpH_12	3wgpG_7	3wgpH_6	 25.823 
3wgpH_12	3wgpG_7	3wgpH_3	 60.531 
3wgpH_12	3wgpG_7	3wgpH_4	 40.416 
3wgpH_12	3wgpG_7	3wgpH_10	 34.571 
3wgpH_12	3wgpG_7	3wgpH_9	 20.578 
3wgpH_12	3wgpG_7	3wgpH_11	 33.578 
3wgpH_12	3wgpH_13	3wgpG_6	 35.250 
3wgpH_12	3wgpH_13	3wgpH_1	 41.828 
3wgpH_12	3wgpH_13	3wgpH_14	 41.744 
3wgpH_12	3wgpH_13	3wgpG_5	 46.831 
3wgpH_12	3wgpH_13	3wgpG_7	 69.305 
3wgpH_12	3wgpH_13	3wgpH_13	 90.000 
3wgpH_12	3wgpH_13	3wgpH_12	 0.000 
3wgpH_12	3wgpH_13	3wgpH_8	 48.166 
3wgpH_12	3wgpH_13	3wgpG_2	 74.959 
3wgpH_12	3wgpH_13	3wgpH_6	 29.652 
3wgpH_12	3wgpH_13	3wgpH_3	 75.359 
3wgpH_12	3wgpH_13	3wgpH_4	 45.754 
3wgpH_12	3wgpH_13	3wgpH_10	 28.126 
3wgpH_12	3wgpH_13	3wgpH_9	 22.994 
3wgpH_12	3wgpH_13	3wgpH_11	 25.652 
3wgpH_12	3wgpH_12	3wgpG_6	 90.000 
3wgpH_12	3wgpH_12	3wgpH_1	 90.000 
3wgpH_12	3wgpH_12	3wgpH_14	 90.000 
3wgpH_12	3wgpH_12	3wgpG_5	 90.000 
3wgpH_12	3wgpH_12	3wgpG_7	 90.000 
3wgpH_12	3wgpH_12	3wgpH_13	 90.000 
3wgpH_12	3wgpH_12	3wgpH_12	 90.000 
3wgpH_12	3wgpH_12	3wgpH_8	 90.000 
3wgpH_12	3wgpH_12	3wgpG_2	 90.000 
3wgpH_12	3wgpH_12	3wgpH_6	 90.000 
3wgpH_12	3wgpH_12	3wgpH_3	 90.000 
3wgpH_12	3wgpH_12	3wgpH_4	 90.000 
3wgpH_12	3wgpH_12	3wgpH_10	 90.000 
3wgpH_12	3wgpH_12	3wgpH_9	 90.000 
3wgpH_12	3wgpH_12	3wgpH_11	 90.000 
3wgpH_12	3wgpH_8	3wgpG_6	 52.838 
3wgpH_12	3wgpH_8	3wgpH_1	 45.671 
3wgpH_12	3wgpH_8	3wgpH_14	 51.539 
3wgpH_12	3wgpH_8	3wgpG_5	 36.535 
3wgpH_12	3wgpH_8	3wgpG_7	 112.036 
3wgpH_12	3wgpH_8	3wgpH_13	 83.788 
3wgpH_12	3wgpH_8	3wgpH_12	 0.000 
3wgpH_12	3wgpH_8	3wgpH_8	 90.000 
3wgpH_12	3wgpH_8	3wgpG_2	 90.753 
3wgpH_12	3wgpH_8	3wgpH_6	 29.342 
3wgpH_12	3wgpH_8	3wgpH_3	 108.366 
3wgpH_12	3wgpH_8	3wgpH_4	 56.159 
3wgpH_12	3wgpH_8	3wgpH_10	 35.398 
3wgpH_12	3wgpH_8	3wgpH_9	 32.424 
3wgpH_12	3wgpH_8	3wgpH_11	 26.781 
3wgpH_12	3wgpG_2	3wgpG_6	 34.930 
3wgpH_12	3wgpG_2	3wgpH_1	 56.455 
3wgpH_12	3wgpG_2	3wgpH_14	 40.013 
3wgpH_12	3wgpG_2	3wgpG_5	 50.880 
3wgpH_12	3wgpG_2	3wgpG_7	 77.408 
3wgpH_12	3wgpG_2	3wgpH_13	 61.043 
